filename,n
Carey-Sundberg2007_Chapter_OrganometallicCompoundsOfGroup.pdf,2
2018_Book_IntroductoryComputerForensics.pdf,2
2018_Book_LessonsOnSyntheticBioarchitect.pdf,2
2018_Book_LifeCycleAssessment.pdf,2
Berman2018_Chapter_SymmetryAndTransformationsRota.pdf,2
Bernecker-Job2019_Chapter_MindsetTheory.pdf,2
Bes2012_Chapter_ABriefHistoryOfQuantumMechanic.pdf,2
2017_Bookmatter_TaxationInEuropeanUnion_2.pdf,2
2017_Bookmatter_TheSeaFloor_2.pdf,2
Lantsoght2018_Chapter_GettingStartedWithAPhD.pdf,2
2017_Bookmatter_FoodAnalysis_6.pdf,2
2017_Bookmatter_GrammarForTeachers_2.pdf,2
2019_Book_QuickStartGuideToVerilog.pdf,2
2019_Book_SchoolLeadershipAndEducational.pdf,2
Knudson2007_Chapter_AngularKinetics.pdf,2
Job-Rüffler2016_Chapter_CompositeReactions.pdf,2
Chapin2011_Chapter_DecompositionAndEcosystemCarbo.pdf,2
Chen2016_Chapter_Single-ParticleMotions.pdf,2
Dean2017_Chapter_AnalysisOfCovariance.pdf,2
Dean2017_Chapter_ExperimentsWithTwoCrossedTreat.pdf,2
Dean2017_Chapter_FractionalFactorialExperiments.pdf,2
Perlov-Vilenkin2017_Chapter_TheFabricOfSpaceAndTime.pdf,2
2014_Bookmatter_EssentialsOfFoodScience_7.pdf,2
Chivers-Sleightholme2018_Chapter_Arrays2FurtherExamples.pdf,2
Chivers-Sleightholme2018_Chapter_CInterop.pdf,2
Chivers-Sleightholme2018_Chapter_Functions.pdf,2
Grozin2014_Chapter_InputOutputAndStrings.pdf,2
2007_Book_AdvancedOrganicChemistry_2.pdf,2
Alfano2018_Chapter_DigitalHumanitiesForHistoryOfP.pdf,2
Andersen-Behmer2018_Chapter_TheGovernanceOfHumanitarianAct.pdf,2
2014_Bookmatter_ThePythonWorkbook.pdf,2
2014_Book_BiomedicalInformatics.pdf,2
2014_Book_CalculusWithApplications.pdf,2
Lütkepohl2005_Chapter_SpecificationAndCheckingTheAde.pdf,2
Lütkepohl2005_Chapter_VARProcessesWithParameterConst.pdf,2
2013_Bookmatter_AppliedChemistry_2.pdf,2
Bambi2018_Chapter_SpecialRelativity.pdf,2
Bartle-Haring-Slesnick2013_Chapter_FamilyTherapyAnEmergingField.pdf,2
Huang-Atasu2017_Chapter_OperationalImplicationsOfEnvir.pdf,2
Huang2019_Chapter_DesigningLearningActivitiesAnd.pdf,2
Bak-Newman2010_Chapter_FurtherContourIntegralTechniqu.pdf,2
Bak-Newman2010_Chapter_IntroductionToConformalMapping.pdf,2
Bak-Newman2010_Chapter_IsolatedSingularitiesOfAnAnaly.pdf,2
Bak-Newman2010_Chapter_SimplyConnectedDomains.pdf,2
Brandt2014_Chapter_TheMethodOfMaximumLikelihood.pdf,2
2018_Bookmatter_LifeCycleAssessment_7.pdf,2
2018_Bookmatter_MathematicalLogic.pdf,2
Duchowski2017_Chapter_Head-MountedSystemCalibration.pdf,2
Williams-Carter1996_Chapter_ThinkingInReciprocalSpace.pdf,2
Williams-Carter1996_Chapter_X-raySpectrometry.pdf,2
Vaclavik-Christian2014_Chapter_FoodSafety.pdf,2
Vanderbei2014_Chapter_FinancialApplications.pdf,2
Wangel2018_Chapter_GlobalisationAndMainstreamingO.pdf,2
Hall-Klitgaard2018_Chapter_TheRequiredQuantitativeSkills.pdf,2
Lee2014_Chapter_Event-DrivenProgramming.pdf,2
Kozen1997_Chapter_UniversalMachinesAndDiagonaliz.pdf,2
Kozen1997_Chapter_WhilePrograms.pdf,2
Kratcoski-Edelbacher2018_Chapter_PerspectivesOnFraudAndCorrupti.pdf,2
2009_Bookmatter_InternationalHandbookOfHistori_4.pdf,2
2009_Bookmatter_PsychologyReligionAndSpiritual.pdf,2
2009_Bookmatter_PsychologyReligionAndSpiritual_2.pdf,2
2009_Bookmatter_PsychologyReligionAndSpiritual_5.pdf,2
2014_Bookmatter_ClassicalFourierAnalysis_2.pdf,2
2014_Bookmatter_ThePsychologyOfSocialStatus_6.pdf,2
2014_Book_Evidence-BasedInterventionsFor.pdf,2
Ruppert-Matteson2015_Chapter_NonparametricRegressionAndSpli.pdf,2
Louie2018_Chapter_GridExtensionAndEnhancement.pdf,2
Louie2018_Chapter_LoadAndResourceEstimationOfOff.pdf,2
Louie2018_Chapter_OperationAndControlOfOff-GridS.pdf,2
Lovász2003_Chapter_BinomialCoefficientsAndPascalS.pdf,2
Lovász2003_Chapter_ColoringMapsAndGraphs.pdf,2
Logan2015_Chapter_PartialDifferentialEquationsOn.pdf,2
Madenci-Guven2015_Chapter_ANSYSPreprocessor.pdf,2
Semrud-Clikeman-Ellison2009_Chapter_AutisticSpectrumDisorders.pdf,2
2015_Bookmatter_ElectronicCommerce_4.pdf,2
Cleophas-Zwinderman2016_Chapter_TrendTestForContinuousData30Pa.pdf,2
Massey-Vroom2020_Chapter_TheRoleOfImplementationScience.pdf,2
Burger-Burge2016_Chapter_FiltersForColorImages.pdf,2
Burger-Burge2016_Chapter_IntroductionToSpectralTechniqu.pdf,2
Burger-Burge2016_Chapter_PixelInterpolation.pdf,2
Kuckartz-Rädiker2019_Chapter_WorkingWithBibliographicInform.pdf,2
Kuhn-Johnson2013_Chapter_ASummaryOfGrantApplicationMode.pdf,2
Kuhn-Johnson2013_Chapter_ASummaryOfSolubilityModels.pdf,2
2017_Book_FoundationsOfProgrammingLangua.pdf,2
Hastie2009_Chapter_LinearMethodsForClassification.pdf,2
Hastie2009_Chapter_LinearMethodsForRegression.pdf,2
Hunt2019_Chapter_SettingUpThePythonEnvironment.pdf,2
Hunt2019_Chapter_WorkingWithCSVFiles.pdf,2
Huynen-Martens2016_Chapter_SustainabilityAndHealth.pdf,2
Ritter2014_Chapter_ErrorsAnInherentPartOfHuman-Sy.pdf,2
Ritter2014_Chapter_IntroducingUser-CenteredSystem.pdf,2
Ritter2014_Chapter_SocialTheoriesAndModels.pdf,2
Ivanov2019_Chapter_PricingAndRevenue-OrientedCapa.pdf,2
Karttunen2017_Chapter_TheSolarSystem.pdf,2
Karttunen2017_Chapter_VariableStars.pdf,2
2015_Book_FluidDynamics.pdf,2
2015_Book_GameTheory.pdf,2
DeSwart2018_Chapter_IntuitionismAndIntuitionisticL.pdf,2
DeWaele2017_Chapter_TheCommonSecurityAndDefencePol.pdf,2
Everly-Lating2013_Chapter_PhysicalExerciseAndTheHumanStr.pdf,2
Friedman2015_Chapter_WhatIsTheQuestion.pdf,2
Gibson2015_Chapter_VatPhotopolymerizationProcesse.pdf,2
Gifford-Gonzalez2018_Chapter_AnalyzingMulti-AgentAssemblage.pdf,2
Gifford-Gonzalez2018_Chapter_BoneSIntrinsicTraitsInferringS.pdf,2
Gandolfo2014_Chapter_IntroductionToInternationalTra.pdf,2
2015_Bookmatter_PhysicsOfSemiconductorDevices_9.pdf,2
2015_Bookmatter_PythonForArcGIS_2.pdf,2
Aggarwal2015_Chapter_DataClassificationAdvancedConc.pdf,2
LaMeres2017_Chapter_MSILogic.pdf,2
2002_Bookmatter_Algebra_5.pdf,2
2002_Bookmatter_Algebra_6.pdf,2
Shankar1994_Chapter_ThePostulatesAGeneralDiscussio.pdf,2
Shankar1994_Chapter_Time-IndependentPerturbationTh.pdf,2
Sharpe2016_Chapter_ConsumerFinancialIssuesInHealt.pdf,2
NMakarov2016_Chapter_MOSField-EffectTransistorMOSFE.pdf,2
2011_Bookmatter_PrinciplesOfTerrestrialEcosyst.pdf,2
Wu2003_Chapter_EventHistoryModelsForLifeCours.pdf,2
Wunderink-Landmeier2017_Chapter_CommunityAcquiredPneumonia.pdf,2
Spink2019_Chapter_Conclusion.pdf,2
Spink2019_Chapter_CriminologyTheoryPart1Of2Found.pdf,2
Spink2019_Chapter_IntroductionPart2Of2BasicPreve.pdf,2
Schmidhofer2017_Chapter_HypertensiveCrises.pdf,2
Schneider2015_Chapter_CosmologyIIITheCosmologicalPar.pdf,2
Schneider2015_Chapter_IntroductionAndOverview.pdf,2
Ross2014_Chapter_Hyper-heuristics.pdf,2
Razeghi2019_Chapter_OpticalPropertiesOfSemiconduct.pdf,2
Frick2010_Chapter_Peer-ReferencedAssessment.pdf,2
2016_Bookmatter_StochasticProcessesAndCalculus_4.pdf,2
2016_Bookmatter_StochasticProcessesAndCalculus_5.pdf,2
2016_Bookmatter_TheASCRSTextbookOfColonAndRect_3.pdf,2
Lineberry-Wiek2016_Chapter_ArtAndSustainability.pdf,2
Littlejohn2008_Chapter_ComplexRegionalPainSyndrome.pdf,2
Locke2019_Chapter_InstitutionalReviewBoardsPurpo.pdf,2
Lockshin2007_Chapter_AristotleSAndLinnaeusClassific.pdf,2
MahdaviTabatabaei2017_Chapter_ReactivePowerOptimizationUsing.pdf,2
Maich2016_Chapter_Implementation-BasedCaseStudie.pdf,2
Majewski-Schiffer2009_Chapter_BeyondConsumptionTowardAnArcha.pdf,2
Majoul2006_Chapter_PracticalFluorescenceResonance.pdf,2
Maley-Mikkelsen2017_Chapter_ThePost-intensiveCareSyndrome.pdf,2
Morawicki2017_Chapter_SamplingAndSamplePreparation.pdf,2
Morschett2010_Chapter_BuyingOutsourcingAndOffshoring.pdf,2
Morschett2010_Chapter_FormalAndInformalCoordinationM.pdf,2
Aigner-Ziegler2018_Chapter_HowToGuardAMuseum.pdf,2
2018_Bookmatter_AnalyticalCorporateFinance.pdf,2
DeCapua2017_Chapter_CompoundSentencesAndIntroducti.pdf,2
Waller-Yitayew2016_Chapter_CropEvapotranspiration.pdf,2
Waller-Yitayew2016_Chapter_IrrigationEconomics.pdf,2
Waller-Yitayew2016_Chapter_IrrigationLateralDesign.pdf,2
Waller-Yitayew2016_Chapter_ModelingSoilMoisture.pdf,2
Eiben-Smith2015_Chapter_WhatIsAnEvolutionaryAlgorithm.pdf,2
2018_Bookmatter_ProofsFromTHEBOOK_4.pdf,2
Harley-Kim2018_Chapter_Substance-RelatedAndAddictiveD.pdf,2
Harley-Teaster2018_Chapter_WomenOlderAdultAndLGBTQPopulat.pdf,2
Harley2016_Chapter_African-AmericanAndBlackLGBTEl.pdf,2
Harley2016_Chapter_LBGTEldersInRuralSettingsSmall.pdf,2
Cleophas-Zwinderman2016_Chapter_ComparingThePerformanceOfDiagn.pdf,2
Cleophas-Zwinderman2016_Chapter_DoublyRepeatedMeasuresAnalysis.pdf,2
Cleophas-Zwinderman2016_Chapter_FuzzyModelingForImpreciseAndIn.pdf,2
2016_Bookmatter_MultinationalManagement.pdf,2
Kozen1997_Chapter_AMinimizationAlgorithm.pdf,2
Heumann2016_Chapter_MeasuresOfCentralTendencyAndDi.pdf,2
Bligh2017_Chapter_LeadershipAndTrust.pdf,2
Bobinski2019_Chapter_CervicalPosteriorLongConstruct.pdf,2
Bonamente2017_Chapter_FittingTwo-VariableDatasetsWit.pdf,2
Goldstein2018_Chapter_ImageJAndFiji.pdf,2
Häberle-Kilger2015_Chapter_StrategicNetworkDesignInTheChe.pdf,2
Keszei2012_Chapter_ThermodynamicEquilibriumInSyst.pdf,2
Keviczky2019_Chapter_ControlSystemsWithStateFeedbac.pdf,2
Lee-Hubbard2015_Chapter_AppendixEDictionaryOperatorsAn.pdf,2
Lee-Hubbard2015_Chapter_MembershipStructures.pdf,2
Zuur2009_Chapter_Introduction.pdf,2
Zweifel2017_Chapter_Bottom-UpAnalysisOfEnergyDeman.pdf,2
Zweifel2017_Chapter_EconomicsOfElectricalGrids.pdf,2
Arslan2019_Chapter_TheImpactOfPoliceShootingsInTh.pdf,2
Avitall-Kalinski2015_Chapter_CardiacAblativeTechnologies.pdf,2
Awdish-Mendez2017_Chapter_ManagementOfDecompensatedRight.pdf,2
Ponce-Ortega-Hernández-Pérez2019_Chapter_OptimizationOfIndustrialProces_2.pdf,2
Ponce-Ortega-Hernández-Pérez2019_Chapter_PerformanceEvaluation.pdf,2
Porto2016_Chapter_FinancialIssuesOfHispanicAmeri.pdf,2
Scherer2013_Chapter_RandomNumbersAndMonteCarloMeth.pdf,2
Struchtrup2014_Chapter_BasicOpenSystemCycles.pdf,2
Struchtrup2014_Chapter_EfficienciesAndIrreversibleLos.pdf,2
Struchtrup2014_Chapter_MoreOnPropertyRelations.pdf,2
Struchtrup2014_Chapter_TheFirstLawOfThermodynamics.pdf,2
Blader-Chen2014_Chapter_WhatSInANameStatusPowerAndOthe.pdf,2
Blair-McPherson2009_Chapter_ProcessesAndFormsOfAlluvialFan.pdf,2
Blass2017_Chapter_SustainableNon-RenewableMateri.pdf,2
Andrich-Marais2019_Chapter_FitOfResponsesToTheModelIVGues.pdf,2
Andrich-Marais2019_Chapter_OtherModelsOfModernTestTheoryF.pdf,2
Andrich-Marais2019_Chapter_TheGuttmanStructureAndAnalysis.pdf,2
Kilger2015_Chapter_ComputerAssembly.pdf,2
2007_Bookmatter_FundamentalsOfBiomechanics_3.pdf,2
Datta2017_Chapter_ErrorAndWarningMessages.pdf,2
Datta2017_Chapter_Introduction.pdf,2
Lasia2014_Chapter_NonlinearImpedancesHigherHarmo.pdf,2
Okpara-Kabongo2013_Chapter_CorporateLeadersPerceptionsAbo.pdf,2
Olson-Wu2017_Chapter_DataEnvelopmentAnalysisInEnter.pdf,2
Chen2016_Chapter_NonlinearEffects.pdf,2
Michelsen2016_Chapter_SustainableDevelopmentBackgrou.pdf,2
Borovkov2013_Chapter_PropertiesOfTheTrajectoriesOfR.pdf,2
Borovkov2013_Chapter_RenewalProcesses.pdf,2
Borovkov2013_Chapter_SequencesOfIndependentTrialsWi.pdf,2
Vistnes2018_Chapter_FreeAndDampedOscillations.pdf,2
Vistnes2018_Chapter_GeometricOptics.pdf,2
Vistnes2018_Chapter_Waves.pdf,2
Taori-Dasararaju2019_Chapter_IntroductionToPython.pdf,2
Taori2019_Chapter_ProbabilityAndStatistics.pdf,2
2019_Bookmatter_ControlEngineering_2.pdf,2
Gross2013_Chapter_ForcesWithACommonPointOfApplic.pdf,2
Ertel2017_Chapter_ReasoningWithUncertainty.pdf,2
Berkowitz2013_Chapter_GayMenAndSurrogacy.pdf,2
Berman2018_Chapter_ApproximationTechniquesInTime-.pdf,2
Berman2018_Chapter_CentralForcesAndAngularMomentu.pdf,2
Berman2018_Chapter_Free-ParticleSchrödingerEquati.pdf,2
Berman2018_Chapter_Introduction.pdf,2
Berman2018_Chapter_PostulatesAndBasicElementsOfQu.pdf,2
2018_Bookmatter_IntroductionToProgrammingWithF_2.pdf,2
2018_Bookmatter_IntroductoryComputerForensics_3.pdf,2
2018_Bookmatter_IntroductoryQuantumMechanics_2.pdf,2
Grundmann2016_Chapter_MagneticSemiconductors.pdf,2
2015_Book_StatisticsAndDataAnalysisForFi.pdf,2
Fuchs2001_Chapter_WhatMakesSciencesScientific.pdf,2
Fulton-Harris2004_Chapter_Characters.pdf,2
Fulton-Harris2004_Chapter_LieAlgebrasAndLieGroups.pdf,2
Moukalled2016_Chapter_ErratumToTheFiniteVolumeMethod.pdf,2
Hellevang2015_Chapter_CarbonCaptureAndStorageCCS.pdf,2
Hennig-Thurau-Houston2019_Chapter_EntertainmentCommunicationDeci_2.pdf,2
Hennig-Thurau-Houston2019_Chapter_EntertainmentDistributionDecis.pdf,2
Hennig-Thurau-Houston2019_Chapter_EntertainmentPricingDecisions.pdf,2
2019_Bookmatter_MediaAndDigitalManagement.pdf,2
Skansi2018_Chapter_Autoencoders.pdf,2
2018_Book_ArgumentationTheoryAPragma-Dia.pdf,2
Sung-Coleman2019_Chapter_FramingCriticalRaceTheoryAndMe.pdf,2
Szeliski2011_Chapter_3DReconstruction.pdf,2
VanEemeren2018_Chapter_BuildingATheoryOfArgumentation.pdf,2
Verruijt2018_Chapter_NumericalSolution.pdf,2
Verruijt2018_Chapter_Permeability.pdf,2
Verruijt2018_Chapter_SlopeStability.pdf,2
Lane-Pritzker2018_Chapter_PersuasivePoliticalCommunicati.pdf,2
2020_Bookmatter_MultimediaBigDataComputingForI_5.pdf,2
Aarons-Mahmoud2016_Chapter_ColonCancerPreoperativeEvaluat.pdf,2
Chivers-Sleightholme2018_Chapter_MPI-MessagePassingInterface.pdf,2
Chivers-Sleightholme2018_Chapter_ParameterisedDerivedTypesPDTsI.pdf,2
Farmer-Cook2013_Chapter_Introduction.pdf,2
Crystal-Rymond2018_Chapter_RuralForensicVocationalRehabil.pdf,2
Currey-Sack2009_Chapter_HemiaridLakeBasinsHydrographic.pdf,2
Mazzarella-Pelicci2017_Chapter_FundamentalPathwaysInBreastCan.pdf,2
McCain2016_Chapter_EmpiricalEvidenceOfIrrationali.pdf,2
Dinov2018_Chapter_DimensionalityReduction.pdf,2
2017_Bookmatter_PrinciplesOfMobileCommunicatio_2.pdf,2
2017_Bookmatter_ReactivePowerControlInACPowerS_3.pdf,2
2017_Bookmatter_ReactivePowerControlInACPowerS_5.pdf,2
2017_Bookmatter_RoboticsVisionAndControl_2.pdf,2
2017_Bookmatter_RoboticsVisionAndControl_4.pdf,2
2017_Bookmatter_RoboticsVisionAndControl_5.pdf,2
Thomas2018_Chapter_PoliticalDemography.pdf,2
Thomas2018_Chapter_TheMethodsAndMaterialsOfDemogr.pdf,2
2010_Bookmatter_StrategicInternationalManageme_4.pdf,2
2010_Bookmatter_StrategicInternationalManageme_8.pdf,2
2010_Bookmatter_UnderstandingCryptography.pdf,2
Madenci-Guven2015_Chapter_AdvancedTopicsInANSYS.pdf,2
Turban2018_Chapter_RetailingInElectronicCommerceP.pdf,2
Turner2001_Chapter_RoleTheory.pdf,2
Turner2001_Chapter_SociologicalTheoryToday.pdf,2
Kumar-Reinartz2018_Chapter_ImplementingTheCRMStrategy.pdf,2
Kumar-Reinartz2018_Chapter_LoyaltyProgramsDesignAndEffect.pdf,2
Kurt-Uzun2017_Chapter_NonlinearProblemsInPiezoelectr.pdf,2
2019_Bookmatter_StructuralDynamics.pdf,2
2019_Bookmatter_StructuralDynamics_2.pdf,2
Williams-Carter2009_Chapter_HowToSeeElectrons.pdf,2
Levenspiel2014_Chapter_CompressibleFlowOfGases.pdf,2
Levenspiel2014_Chapter_FlowInFluidizedBeds.pdf,2
Levenspiel2014_Chapter_TheThreeMechanismsOfHeatTransf.pdf,2
Ladd-Palmer2013_Chapter_NeutronDiffractionFromSingleCr.pdf,2
Ladher-Schoenwolf2005_Chapter_MakingANeuralTubeNeuralInducti.pdf,2
Lafreniere-Basil2019_Chapter_UsingSocialMarketingToIncrease.pdf,2
LaMeres2019_Chapter_ComputerSystemDesign.pdf,2
LaMeres2019_Chapter_ComputerSystemDesign_4.pdf,2
Corelli2018_Chapter_ValuationTools.pdf,2
Corke2011_Chapter_ImageFeatureExtraction.pdf,2
Corke2011_Chapter_RepresentingPositionAndOrienta.pdf,2
Corke2011_Chapter_TimeAndMotion.pdf,2
Peters2015_Chapter_FiniteTwo-PersonGames.pdf,2
Paz-Kim2019_Chapter_ResponseToGeneralDynamicLoadin.pdf,2
Bauchau-Craig2009_Chapter_ShearingDeformationsInBeams.pdf,2
Hodgson2018_Chapter_InnovationsInMedFTPioneeringNe.pdf,2
2013_Bookmatter_HandbookOfMarriageAndTheFamily_6.pdf,2
2013_Bookmatter_HandbookOfMarriageAndTheFamily_8.pdf,2
2005_Chapter_TheEtiologyOfSocialAnxietyAndS.pdf,2
2005_Chapter_TreatingYouthsWithSocialAnxiet_2.pdf,2
2006_Bookmatter_PrinciplesOfFluorescenceSpectr_2.pdf,2
2017_Bookmatter_Evidence-BasedCriticalCare_6.pdf,2
2017_Bookmatter_ExamSurvivalGuidePhysicalChemi_2.pdf,2
2017_Bookmatter_FoodAnalysisLaboratoryManual.pdf,2
2017_Bookmatter_FoodAnalysisLaboratoryManual_4.pdf,2
2017_Bookmatter_FoodAnalysis_3.pdf,2
2017_Bookmatter_FoodAnalysis_4.pdf,2
Bramer2016_Chapter_ComparingClassifiers.pdf,2
Bramer2016_Chapter_DealingWithLargeVolumesOfData.pdf,2
Pyeritz2008_Chapter_HeritableDisordersOfConnective.pdf,2
Qian2017_Chapter_GasChromatography.pdf,2
Radi-Ramussen2013_Chapter_ElectricForce.pdf,2
Radi-Rasmussen2013_Chapter_ElectricCircuits.pdf,2
2017_Bookmatter_GuideToScientificComputingInC_2.pdf,2
2017_Bookmatter_IntroductionToArtificialIntell.pdf,2
2017_Bookmatter_IntroductionToDataScience.pdf,2
Can2019_Chapter_EthnicityAndOtherDemographicsA.pdf,2
Cannon2016_Chapter_RectovaginalFistula.pdf,2
Carchman-Heise2016_Chapter_ColorectalNeoplasmsScreeningAn.pdf,2
Cardille-Turner2017_Chapter_RegionalAndContinental-ScalePe.pdf,2
2013_Bookmatter_BayesianAndFrequentistRegressi_4.pdf,2
2013_Bookmatter_CeramicMaterials.pdf,2
Hartmann2013_Chapter_StandingWavesInPipes.pdf,2
Hassani2013_Chapter_CalculusOfResidues.pdf,2
2018_Bookmatter_PerspectivesOnElderlyCrimeAndV_2.pdf,2
2017_Book_FoundationsOfQuantumMechanics.pdf,2
2017_Book_TaxationInEuropeanUnion.pdf,2
2009_Chapter_FatigueOfWeldedJoints.pdf,2
Dombrowski2015_Chapter_Autism.pdf,2
Dalgaard2008_Chapter_TheREnvironment.pdf,2
Stephenson2014_Chapter_FileAndExceptionSolutions.pdf,2
Gibson2010_Chapter_PrintingProcesses.pdf,2
Gibson2010_Chapter_TheUseOfMultipleMaterialsInAdd.pdf,2
Witelski-Bowen2015_Chapter_PerturbationMethods.pdf,2
Hunt2018_Chapter_AkkaActors.pdf,2
Hunt2018_Chapter_BuildingAClass.pdf,2
Hobbie-Roth2015_Chapter_TransportThroughNeutralMembran.pdf,2
Malik2018_Chapter_Introduction.pdf,2
Malik2018_Chapter_ManagingChangeAndHRM.pdf,2
Malik2018_Chapter_StrategicHRMERBest-PracticeVer.pdf,2
Malik2018_Chapter_StrategicLearningAndDevelopmen.pdf,2
Malik2018_Chapter_StrategicPerformanceAndCommitm.pdf,2
Seidl2015_Chapter_TheClassDiagram.pdf,2
Seidl2015_Chapter_TheStateMachineDiagram.pdf,2
Ross2013_Chapter_SequencesAndSeriesOfFunctions.pdf,2
Scherer2017_Chapter_Time-FrequencyAnalysis.pdf,2
Ravve2012_Chapter_NaturallyOccurringPolymers.pdf,2
2013_Book_EngineeringMechanics1.pdf,2
2013_Book_EssentialAstrophysics.pdf,2
Bajjali2018_Chapter_CoordinateSystemsAndProjection.pdf,2
Bajjali2018_Chapter_DataEditingAndTopology.pdf,2
Bajjali2018_Chapter_Geoprocessing.pdf,2
Bajjali2018_Chapter_SiteSuitabilityAndModeling.pdf,2
2014_Bookmatter_ElectricityAndMagnetism_4.pdf,2
2014_Bookmatter_EssentialsOfFoodScience.pdf,2
2014_Bookmatter_EssentialsOfFoodScience4thEdit.pdf,2
2014_Bookmatter_EssentialsOfFoodScience4thEdit_2.pdf,2
Carter-Norton2013_Chapter_Solid-StatePhaseTransformation.pdf,2
Cercek-Garcia-Aguilar2016_Chapter_RectalCancerNeoadjuvantTherapy.pdf,2
Ceulemans2013_Chapter_SphericalSymmetryAndSpins.pdf,2
Nelson2009_Chapter_ScienceReligionAndPsychology.pdf,2
Otero2017_Chapter_CardiacArrestManagement.pdf,2
Owens-Sox2014_Chapter_BiomedicalDecisionMakingProbab.pdf,2
2006_Chapter_Frequency-DomainLifetimeMeasur.pdf,2
2006_Chapter_PenaltyAndAugmentedLagrangianM.pdf,2
2013_Bookmatter_BayesianAndFrequentistRegressi.pdf,2
Kizza2017_Chapter_CyberCrimesAndHackers.pdf,2
Kizza2017_Chapter_InternetOfThingsIoTGrowthChall.pdf,2
2017_Book_IntroductionToLaw.pdf,2
2017_Book_MechanicsAndThermodynamics.pdf,2
2017_Book_Phylogenomics.pdf,2
2018_Book_IntroductionToFormalPhilosophy.pdf,2
Gleissner-Femerling2013_Chapter_WarehousingHandlingAndPickingS.pdf,2
Goldkamp2010_Chapter_ConstructValidityTheImportance.pdf,2
2018_Book_PhilosophyOfRace.pdf,2
2018_Book_QuantumMechanicsForPedestrians.pdf,2
Logan2015_Chapter_ThePhysicalOriginsOfPartialDif.pdf,2
Lohr-Sivanandam2015_Chapter_IntroductionToEchocardiography.pdf,2
Hastings2015_Chapter_CostBenefitAnalysis.pdf,2
Hastings2015_Chapter_FinancialMethods.pdf,2
Hastings2015_Chapter_FromConceptToProjectApproval.pdf,2
Hastings2015_Chapter_LifeCycleCosting.pdf,2
Kratcoski2018_Chapter_FraudAndCorruptionInTheHealthc.pdf,2
Miller-Therman2001_Chapter_MainFeaturesOfMeiosis.pdf,2
Igual-Seguí2017_Chapter_UnsupervisedLearning.pdf,2
Ionescu-Somers-Brassey2019_Chapter_UnileverSSuperStretchGoalFor20.pdf,2
Iorgulescu-Ursu2017_Chapter_ReactivePowerControlAndVoltage.pdf,2
Chapin2011_Chapter_PlantNutrientUse.pdf,2
Charatan-Kans2019_Chapter_Inheritance.pdf,2
Charatan-Kans2019_Chapter_IntroducingJavaFX.pdf,2
Aigner-Ziegler2018_Chapter_CommunicatingWithoutErrors.pdf,2
Aigner-Ziegler2018_Chapter_FourTimesΠ26.pdf,2
Kuhn-Johnson2013_Chapter_LinearRegressionAndItsCousins.pdf,2
Kuhn-Johnson2013_Chapter_MeasuringPerformanceInRegressi.pdf,2
Fatehi-Choi2019_Chapter_TheManagementOfInternationalBu.pdf,2
Fleming2018_Chapter_ResearchAndEvidence-BasedPract.pdf,2
Gitsham2019_Chapter_TheChangingRoleOfBusinessLeade.pdf,2
Wang2018_Chapter_ProgrammingBackground.pdf,2
Braun1993_Chapter_SystemsOfDifferentialEquations.pdf,2
Braun2013_Chapter_Introduction.pdf,2
2015_Bookmatter_HandbookOfCardiacAnatomyPhysio_2.pdf,2
2015_Bookmatter_HandbookOfCardiacAnatomyPhysio_4.pdf,2
Bizon-Raceanu2017_Chapter_EnergyEfficiencyOfPEMFuelCellH.pdf,2
2009_Bookmatter_StructuralAnalysis_2.pdf,2
2009_Bookmatter_StructuralAnalysis_4.pdf,2
2009_Bookmatter_TransmissionElectronMicroscopy_3.pdf,2
Kizza2017_Chapter_ComputerNetworkSecurityProtoco.pdf,2
Klenke2014_Chapter_ThePoissonPointProcess.pdf,2
Jeszenszky-Loibl2019_Chapter_OperativeTreatmentOfHigh-Grade.pdf,2
Jiménez2014_Chapter_EmbeddedProgrammingUsingC.pdf,2
2015_Bookmatter_PhysicalAssetManagement_6.pdf,2
2015_Bookmatter_PhysicalAssetManagement_8.pdf,2
2015_Book_DataStructuresAndAlgorithmsWit.pdf,2
Russell2016_Chapter_SuddenInfantDeathSyndrome.pdf,2
Hassani2013_Chapter_RepresentationsOfTheSymmetricG.pdf,2
Hassler2016_Chapter_LongMemoryAndFractionalIntegra.pdf,2
2008_Chapter_BasisFunctions.pdf,2
Johansson2016_Chapter_TheEvolutionOfScience.pdf,2
Lang2013_Chapter_TheSunAmongstTheStars.pdf,2
Dathan-Ramnath2015_Chapter_AnalysingASystem.pdf,2
Dathan-Ramnath2015_Chapter_DesigningWithDistributedObject.pdf,2
Dinov2018_Chapter_ProbabilisticLearningClassific.pdf,2
Duchowski2017_Chapter_EyeMovementSynthesis.pdf,2
2019_Book_InternationalBusinessManagemen.pdf,2
Abbey-Guide2017_Chapter_Closed-LoopSupplyChainsAStrate.pdf,2
Aigner-Ziegler2018_Chapter_HilbertSThirdProblemDecomposin.pdf,2
Smith2009_Chapter_WeatheringProcessesAndForms.pdf,2
Smith2017_Chapter_ProteinSeparationAndCharacteri.pdf,2
Cleophas-Zwinderman2016_Chapter_UnpairedContinuousDataUnpaired.pdf,2
Cleophas-Zwinderman2016_Chapter_UnpairedContinuousDataWithThre.pdf,2
Clinton-Whisnant2019_Chapter_BusinessModelInnovationsForSus.pdf,2
